"id","code","name"
l10n_pe_table_06_597,D93,second per cubic metre
l10n_pe_table_06_598,D94,second per radian cubic metre
l10n_pe_table_06_599,D95,joule per gram
l10n_pe_table_06_600,D96,pound gross
l10n_pe_table_06_601,D97,pallet/unit load
l10n_pe_table_06_602,D98,mass pound
l10n_pe_table_06_603,D99,sleeve
l10n_pe_table_06_604,DAA,decare
l10n_pe_table_06_605,DAD,ten day
l10n_pe_table_06_606,DAY,day
l10n_pe_table_06_607,DB,dry pound
l10n_pe_table_06_608,DC,disk (disc)
l10n_pe_table_06_609,DD,degree
l10n_pe_table_06_610,DE,deal
l10n_pe_table_06_611,DEC,decade
l10n_pe_table_06_612,DG,decigram
l10n_pe_table_06_613,DI,dispenser
l10n_pe_table_06_614,DJ,decagram
l10n_pe_table_06_615,DLT,decilitre
l10n_pe_table_06_616,DMK,square decimetre
l10n_pe_table_06_617,DMQ,cubic decimetre
l10n_pe_table_06_618,DMT,decimetre
l10n_pe_table_06_619,DN,decinewton metre
l10n_pe_table_06_620,DPC,dozen piece
l10n_pe_table_06_621,DPR,dozen pair
l10n_pe_table_06_622,DPT,displacement tonnage
l10n_pe_table_06_623,DQ,data record
l10n_pe_table_06_624,DR,drum
l10n_pe_table_06_625,DRA,dram (US)
l10n_pe_table_06_626,DRI,dram (UK)
l10n_pe_table_06_627,DRL,dozen roll
l10n_pe_table_06_628,DRM,drachm (UK)
l10n_pe_table_06_629,DS,display
l10n_pe_table_06_630,DT,dry ton
l10n_pe_table_06_631,DTN,decitonne
l10n_pe_table_06_632,DU,dyne
l10n_pe_table_06_633,DWT,pennyweight
l10n_pe_table_06_634,DX,dyne per centimetre
l10n_pe_table_06_635,DY,directory book
l10n_pe_table_06_636,DZN,dozen
l10n_pe_table_06_637,DZP,dozen pack
l10n_pe_table_06_638,E2,belt
l10n_pe_table_06_639,E3,trailer
l10n_pe_table_06_640,E4,gross kilogram
l10n_pe_table_06_641,E5,metric long ton
l10n_pe_table_06_642,EA,each
l10n_pe_table_06_643,EB,electronic mail box
l10n_pe_table_06_644,EC,each per month
l10n_pe_table_06_645,EP,eleven pack
l10n_pe_table_06_646,EQ,equivalent gallon
l10n_pe_table_06_647,EV,envelope
l10n_pe_table_06_648,F1,thousand cubic feet per day
l10n_pe_table_06_649,F9,fibre per cubic centimetre of air
l10n_pe_table_06_650,FAH,degree Fahrenheit
l10n_pe_table_06_651,FAR,farad
l10n_pe_table_06_652,FB,field
l10n_pe_table_06_653,FC,thousand cubic feet
l10n_pe_table_06_654,FD,million particle per cubic foot
l10n_pe_table_06_655,FE,track foot
l10n_pe_table_06_656,FF,hundred cubic metre
l10n_pe_table_06_657,FG,transdermal patch
l10n_pe_table_06_658,FH,micromole
l10n_pe_table_06_659,FL,flake ton
l10n_pe_table_06_660,FM,million cubic feet
l10n_pe_table_06_661,FOT,foot
l10n_pe_table_06_662,FP,pound per square foot
l10n_pe_table_06_663,FR,foot per minute
l10n_pe_table_06_664,FS,foot per second
l10n_pe_table_06_665,FTK,square foot
l10n_pe_table_06_666,FTQ,cubic foot
l10n_pe_table_06_667,G2,US gallon per minute
l10n_pe_table_06_668,G3,Imperial gallon per minute
l10n_pe_table_06_669,G7,microfiche sheet
l10n_pe_table_06_670,GB,gallon (US) per day
l10n_pe_table_06_671,GBQ,gigabecquerel
l10n_pe_table_06_672,GC,gram per 100 gram
l10n_pe_table_06_673,GD,gross barrel
l10n_pe_table_06_674,GE,pound per gallon (US)
l10n_pe_table_06_675,GF,gram per metre (gram per 100 centimetres)
l10n_pe_table_06_676,GFI,gram of fissile isotope
l10n_pe_table_06_677,GGR,great gross
l10n_pe_table_06_678,GH,half gallon (US)
l10n_pe_table_06_679,GIA,gill (US)
l10n_pe_table_06_680,GII,gill (UK)
l10n_pe_table_06_681,GJ,gram per millilitre
l10n_pe_table_06_682,GK,gram per kilogram
l10n_pe_table_06_683,GL,gram per litre
l10n_pe_table_06_684,GLD,dry gallon (US)
l10n_pe_table_06_685,GLI,gallon (UK)
l10n_pe_table_06_686,GLL,gallon (US)
l10n_pe_table_06_687,GM,gram per square metre
l10n_pe_table_06_688,GN,gross gallon
l10n_pe_table_06_689,GO,milligrams per square metre
l10n_pe_table_06_690,GP,milligram per cubic metre
l10n_pe_table_06_691,GQ,microgram per cubic meter
l10n_pe_table_06_692,GRM,gram
l10n_pe_table_06_693,GRN,grain
l10n_pe_table_06_694,GRO,gross
l10n_pe_table_06_695,GRT,gross register ton
l10n_pe_table_06_696,GT,gross ton
l10n_pe_table_06_697,GV,gigajoule
l10n_pe_table_06_698,GW,gallon per thousand cubic feet
l10n_pe_table_06_699,GWH,gigawatt hour
l10n_pe_table_06_700,GY,gross yard
l10n_pe_table_06_701,GZ,gage system
l10n_pe_table_06_702,H1,half page - electronic
l10n_pe_table_06_703,H2,half litre
l10n_pe_table_06_704,HA,hank
l10n_pe_table_06_705,HAR,hectare
l10n_pe_table_06_706,HBA,hectobar
l10n_pe_table_06_707,HBX,hundred boxe
l10n_pe_table_06_708,HC,hundred count
l10n_pe_table_06_709,HD,half dozen
l10n_pe_table_06_710,HE,hundredth of a carat
l10n_pe_table_06_711,HF,hundred feet
l10n_pe_table_06_712,HGM,hectogram
l10n_pe_table_06_713,HH,hundred cubic feet
l10n_pe_table_06_714,HI,hundred sheet
l10n_pe_table_06_715,HIU,hundred international unit
l10n_pe_table_06_716,HJ,metric horse power
l10n_pe_table_06_717,HK,hundred kilogram
l10n_pe_table_06_718,HL,hundred feet (linear)
l10n_pe_table_06_719,HLT,hectolitre
l10n_pe_table_06_720,HM,mile per hour
l10n_pe_table_06_721,HMQ,million cubic metre
l10n_pe_table_06_722,HMT,hectometre
l10n_pe_table_06_723,HN,conventional millimetre of mercury
l10n_pe_table_06_724,HO,hundred troy ounce
l10n_pe_table_06_725,HP,conventional millimetre of water
l10n_pe_table_06_726,HPA,hectolitre of pure alcohol
l10n_pe_table_06_727,HS,hundred square feet
l10n_pe_table_06_728,HT,half hour
l10n_pe_table_06_729,HTZ,hertz
l10n_pe_table_06_730,HUR,hour
l10n_pe_table_06_731,HY,hundred yard
l10n_pe_table_06_732,IA,inch pound (pound inch)
l10n_pe_table_06_733,IC,count per inch
l10n_pe_table_06_734,IE,person
l10n_pe_table_06_735,IF,inches of water
l10n_pe_table_06_736,II,column inch
l10n_pe_table_06_737,IL,inch per minute
l10n_pe_table_06_738,IM,impression
l10n_pe_table_06_739,INH,inch
l10n_pe_table_06_740,INK,square inch
l10n_pe_table_06_741,INQ,inch cubed
l10n_pe_table_06_742,IP,insurance policy
l10n_pe_table_06_743,IT,count per centimetre
l10n_pe_table_06_744,IU,inch per second (linear speed)
l10n_pe_table_06_745,IV,inch per second squared (acceleration)
l10n_pe_table_06_746,J2,joule per kilogram
l10n_pe_table_06_747,JB,jumbo
l10n_pe_table_06_748,JE,joule per kelvin
l10n_pe_table_06_749,JG,jug
l10n_pe_table_06_750,JK,megajoule per kilogram
l10n_pe_table_06_751,JM,megajoule per cubic metre
l10n_pe_table_06_752,JO,joint
l10n_pe_table_06_753,JOU,joule
l10n_pe_table_06_754,JR,jar
l10n_pe_table_06_755,K1,kilowatt demand
l10n_pe_table_06_756,K2,kilovolt ampere reactive demand
l10n_pe_table_06_757,K3,kilovolt ampere reactive hour
l10n_pe_table_06_758,K5,kilovolt ampere (reactive)
l10n_pe_table_06_759,K6,kilolitre
l10n_pe_table_06_760,KA,cake
l10n_pe_table_06_761,KB,kilocharacter
l10n_pe_table_06_762,KBA,kilobar
l10n_pe_table_06_763,KD,kilogram decimal
l10n_pe_table_06_764,KEL,kelvin
l10n_pe_table_06_765,KF,kilopacket
l10n_pe_table_06_766,KG,keg
l10n_pe_table_06_767,KGM,kilogram
l10n_pe_table_06_768,KGS,kilogram per second
l10n_pe_table_06_769,KHZ,kilohertz
l10n_pe_table_06_770,KI,kilogram per millimetre width
l10n_pe_table_06_771,KJ,kilosegment
l10n_pe_table_06_772,KJO,kilojoule
l10n_pe_table_06_773,KL,kilogram per metre
l10n_pe_table_06_774,KMH,kilometre per hour
l10n_pe_table_06_775,KMK,square kilometre
l10n_pe_table_06_776,KMQ,kilogram per cubic metre
l10n_pe_table_06_777,KNI,kilogram of nitrogen
l10n_pe_table_06_778,KNS,kilogram named substance
l10n_pe_table_06_779,KNT,knot
l10n_pe_table_06_780,KO,milliequivalence caustic potash per gram of product
l10n_pe_table_06_781,KPA,kilopascal
l10n_pe_table_06_782,KPH,kilogram of potassium hydroxide (caustic potash)
l10n_pe_table_06_783,KPO,kilogram of potassium oxide
l10n_pe_table_06_784,KPP,kilogram of phosphorus pentoxide (phosphoric anhydride)
l10n_pe_table_06_785,KR,kiloröntgen
l10n_pe_table_06_786,KS,thousand pound per square inch
l10n_pe_table_06_787,KSD,kilogram of substance 90 % dry
l10n_pe_table_06_788,KSH,kilogram of sodium hydroxide (caustic soda)
l10n_pe_table_06_789,KT,kit
l10n_pe_table_06_790,KTM,kilometre
l10n_pe_table_06_791,KTN,kilotonne
l10n_pe_table_06_792,KUR,kilogram of uranium
l10n_pe_table_06_793,KVA,kilovolt - ampere
l10n_pe_table_06_794,KVR,kilovar
l10n_pe_table_06_795,KVT,kilovolt
l10n_pe_table_06_796,KW,kilograms per millimeter
l10n_pe_table_06_797,KWH,kilowatt hour
l10n_pe_table_06_798,KWT,kilowatt
l10n_pe_table_06_799,KX,millilitre per kilogram
l10n_pe_table_06_800,L2,litre per minute
l10n_pe_table_06_801,LA,pound per cubic inch
l10n_pe_table_06_802,LBR,pound
l10n_pe_table_06_803,LBT,troy pound (US)
l10n_pe_table_06_804,LC,linear centimetre
l10n_pe_table_06_805,LD,litre per day
l10n_pe_table_06_806,LE,lite
l10n_pe_table_06_807,LEF,leaf
l10n_pe_table_06_808,LF,linear foot
l10n_pe_table_06_809,LH,labour hour
l10n_pe_table_06_810,LI,linear inch
l10n_pe_table_06_811,LJ,large spray
l10n_pe_table_06_812,LK,link
l10n_pe_table_06_813,LM,linear metre
l10n_pe_table_06_814,LN,length
l10n_pe_table_06_815,LO,lot
l10n_pe_table_06_816,LP,liquid pound
l10n_pe_table_06_817,LPA,litre of pure alcohol
l10n_pe_table_06_818,LR,layer
l10n_pe_table_06_819,LS,lump sum
l10n_pe_table_06_820,LTN,ton (UK) or longton (US)
l10n_pe_table_06_821,LTR,litre
l10n_pe_table_06_822,LUM,lumen
l10n_pe_table_06_823,LUX,lux
l10n_pe_table_06_824,LX,linear yard per pound
l10n_pe_table_06_825,LY,linear yard
l10n_pe_table_06_826,M0,magnetic tape
l10n_pe_table_06_827,M1,milligrams per litre
l10n_pe_table_06_828,M4,monetary value
l10n_pe_table_06_829,M5,microcurie
l10n_pe_table_06_830,M7,micro-inch
l10n_pe_table_06_831,M9,million Btu per 1000 cubic feet
l10n_pe_table_06_832,MA,machine per unit
l10n_pe_table_06_833,MAL,mega litre
l10n_pe_table_06_834,MAM,megametre
l10n_pe_table_06_835,MAW,megawatt
l10n_pe_table_06_836,MBE,thousand standard brick equivalent
l10n_pe_table_06_837,MBF,thousand board feet
l10n_pe_table_06_838,MBR,millibar
l10n_pe_table_06_839,MC,microgram
l10n_pe_table_06_840,MCU,millicurie
l10n_pe_table_06_841,MD,air dry metric ton
l10n_pe_table_06_842,MF,milligram per square foot per side
l10n_pe_table_06_843,MGM,milligram
l10n_pe_table_06_844,MHZ,megahertz
l10n_pe_table_06_845,MIK,square mile
l10n_pe_table_06_846,MIL,thousand
l10n_pe_table_06_847,MIN,minute
l10n_pe_table_06_848,MIO,million
l10n_pe_table_06_849,MIU,million international unit
l10n_pe_table_06_850,MK,milligram per square inch
l10n_pe_table_06_851,MLD,milliard
l10n_pe_table_06_852,MLT,millilitre
l10n_pe_table_06_853,MMK,square millimetre
l10n_pe_table_06_854,MMQ,cubic millimetre
l10n_pe_table_06_855,MMT,millimetre
l10n_pe_table_06_856,MON,month
l10n_pe_table_06_857,MPA,megapascal
l10n_pe_table_06_858,MQ,thousand metre
l10n_pe_table_06_859,MQH,cubic metre per hour
l10n_pe_table_06_860,MQS,cubic metre per second
l10n_pe_table_06_861,MSK,metre per second squared
l10n_pe_table_06_862,MT,mat
l10n_pe_table_06_863,MTK,square metre
l10n_pe_table_06_864,MTQ,cubic metre
l10n_pe_table_06_865,MTR,metre
l10n_pe_table_06_866,MTS,metre per second
l10n_pe_table_06_867,MV,number of mults
l10n_pe_table_06_868,MVA,megavolt - ampere
l10n_pe_table_06_869,MWH,megawatt hour (1000 kW.h)
l10n_pe_table_06_870,N1,pen calorie
l10n_pe_table_06_871,N2,number of lines
l10n_pe_table_06_872,N3,print point
l10n_pe_table_06_873,NA,milligram per kilogram
l10n_pe_table_06_874,NAR,number of  articles
l10n_pe_table_06_875,NB,barge
l10n_pe_table_06_876,NBB,number of bobbins
l10n_pe_table_06_877,NC,car
l10n_pe_table_06_878,NCL,number of cells
l10n_pe_table_06_879,ND,net barrel
l10n_pe_table_06_880,NE,net litre
l10n_pe_table_06_881,NEW,newton
l10n_pe_table_06_882,NF,message
l10n_pe_table_06_883,NG,net gallon (us)
l10n_pe_table_06_884,NH,message hour
l10n_pe_table_06_885,NI,net imperial gallon
l10n_pe_table_06_886,NIU,number of international units
l10n_pe_table_06_887,NJ,number of screens
l10n_pe_table_06_888,NL,load
l10n_pe_table_06_889,NMI,nautical mile
l10n_pe_table_06_890,NMP,number of packs
l10n_pe_table_06_891,NN,train
l10n_pe_table_06_892,NPL,number of parcels
l10n_pe_table_06_893,NPR,number of pairs
l10n_pe_table_06_894,NPT,number of parts
l10n_pe_table_06_895,NQ,mho
l10n_pe_table_06_896,NR,micromho
l10n_pe_table_06_897,NRL,number of rolls
l10n_pe_table_06_898,NT,net ton
l10n_pe_table_06_899,NTT,net register ton
l10n_pe_table_06_900,NU,newton metre
l10n_pe_table_06_901,NV,vehicle
l10n_pe_table_06_902,NX,part per thousand
l10n_pe_table_06_903,NY,pound per air dry metric ton
l10n_pe_table_06_904,OA,panel
l10n_pe_table_06_905,OHM,ohm
l10n_pe_table_06_906,ON,ounce per square yard
l10n_pe_table_06_907,ONZ,ounce
l10n_pe_table_06_908,OP,two pack
l10n_pe_table_06_909,OT,overtime hour
l10n_pe_table_06_910,OZ,ounce av
l10n_pe_table_06_911,OZA,fluid ounce (US)
l10n_pe_table_06_912,OZI,fluid ounce (UK)
l10n_pe_table_06_913,P0,page - electronic
l10n_pe_table_06_914,P1,percent
l10n_pe_table_06_915,P2,pound per foot
l10n_pe_table_06_916,P3,three pack
l10n_pe_table_06_917,P4,four pack
l10n_pe_table_06_918,P5,five pack
l10n_pe_table_06_919,P6,six pack
l10n_pe_table_06_920,P7,seven pack
l10n_pe_table_06_921,P8,eight pack
l10n_pe_table_06_922,P9,nine pack
l10n_pe_table_06_923,PA,packet
l10n_pe_table_06_924,PAL,pascal
l10n_pe_table_06_925,PB,pair inch
l10n_pe_table_06_926,PD,pad
l10n_pe_table_06_927,PE,pound equivalent
l10n_pe_table_06_928,PF,pallet (lift)
l10n_pe_table_06_929,PG,plate
l10n_pe_table_06_930,PGL,proof gallon
l10n_pe_table_06_931,PI,pitch
l10n_pe_table_06_932,PK,package
l10n_pe_table_06_933,PL,pail
l10n_pe_table_06_934,PM,pound percentage
l10n_pe_table_06_935,PN,pound net
l10n_pe_table_06_936,PO,pound per inch of length
l10n_pe_table_06_937,PQ,page per inch
l10n_pe_table_06_938,PR,pair
l10n_pe_table_06_939,PS,pound-force per square inch
l10n_pe_table_06_940,PT,pint (US)
l10n_pe_table_06_941,PTD,dry pint (US)
l10n_pe_table_06_942,PTI,pint  (UK)
l10n_pe_table_06_943,PTL,liquid pint (US)
l10n_pe_table_06_944,PU,tray / tray pack
l10n_pe_table_06_945,PV,half pint (US)
l10n_pe_table_06_946,PW,pound per inch of width
l10n_pe_table_06_947,PY,peck dry (US)
l10n_pe_table_06_948,PZ,peck dry (UK)
l10n_pe_table_06_949,Q3,meal
l10n_pe_table_06_950,QA,page - facsimile
l10n_pe_table_06_951,QAN,quarter (of a year)
l10n_pe_table_06_952,QB,page - hardcopy
l10n_pe_table_06_953,QD,quarter dozen
l10n_pe_table_06_954,QH,quarter hour
l10n_pe_table_06_955,QK,quarter kilogram
l10n_pe_table_06_956,QR,quire
l10n_pe_table_06_957,QT,quart (US)
l10n_pe_table_06_958,QTD,dry quart (US)
l10n_pe_table_06_959,QTI,quart (UK)
l10n_pe_table_06_960,QTL,liquid quart (US)
l10n_pe_table_06_961,QTR,quarter (UK)
l10n_pe_table_06_962,R1,pica
l10n_pe_table_06_963,R4,calorie
l10n_pe_table_06_964,R9,thousand cubic metre
l10n_pe_table_06_965,RA,rack
l10n_pe_table_06_966,RD,rod
l10n_pe_table_06_967,RG,ring
l10n_pe_table_06_968,RH,running or operating hour
l10n_pe_table_06_969,RK,roll metric measure
l10n_pe_table_06_970,RL,reel
l10n_pe_table_06_971,RM,ream
l10n_pe_table_06_972,RN,ream metric measure
l10n_pe_table_06_973,RO,roll
l10n_pe_table_06_974,RP,pound per ream
l10n_pe_table_06_975,RPM,revolutions per minute
l10n_pe_table_06_976,RPS,revolutions per second
l10n_pe_table_06_977,RS,reset
l10n_pe_table_06_978,RT,revenue ton mile
l10n_pe_table_06_979,RU,run
l10n_pe_table_06_980,S3,square foot per second
l10n_pe_table_06_981,S4,square metre per second
l10n_pe_table_06_982,S5,sixty fourths of an inch
l10n_pe_table_06_983,S6,session
l10n_pe_table_06_984,S7,storage unit
l10n_pe_table_06_985,S8,standard advertising unit
l10n_pe_table_06_986,SA,sack
l10n_pe_table_06_987,SAN,half year (6 months)
l10n_pe_table_06_988,SCO,score
l10n_pe_table_06_989,SCR,scruple
l10n_pe_table_06_990,SD,solid pound
l10n_pe_table_06_991,SE,section
l10n_pe_table_06_992,SEC,second
l10n_pe_table_06_993,SET,set
l10n_pe_table_06_994,SG,segment
l10n_pe_table_06_995,SHT,shipping ton
l10n_pe_table_06_996,SIE,siemens
l10n_pe_table_06_997,SK,split tanktruck
l10n_pe_table_06_998,SL,slipsheet
l10n_pe_table_06_999,SMI,mile (statute mile)
l10n_pe_table_06_1000,SN,square rod
l10n_pe_table_06_1001,SO,spool
l10n_pe_table_06_1002,SP,shelf package
l10n_pe_table_06_1003,SQ,square
l10n_pe_table_06_1004,SR,strip
l10n_pe_table_06_1005,SS,sheet  metric measure
l10n_pe_table_06_1006,SST,short standard (7200 matches)
l10n_pe_table_06_1007,ST,sheet
l10n_pe_table_06_1008,STI,stone (UK)
l10n_pe_table_06_1009,STN,ton (US) or short ton (UK/US)
l10n_pe_table_06_1010,SV,skid
l10n_pe_table_06_1011,SW,skein
l10n_pe_table_06_1012,SX,shipment
l10n_pe_table_06_1013,T0,telecommunication line in service
l10n_pe_table_06_1014,T1,thousand pound gross
l10n_pe_table_06_1015,T3,thousand piece
l10n_pe_table_06_1016,T4,thousand bag
l10n_pe_table_06_1017,T5,thousand casing
l10n_pe_table_06_1018,T6,thousand gallon (US)
l10n_pe_table_06_1019,T7,thousand impression
l10n_pe_table_06_1020,T8,thousand linear inch
l10n_pe_table_06_1021,TA,tenth cubic foot
l10n_pe_table_06_1022,TAH,kiloampere hour (thousand ampere hour)
l10n_pe_table_06_1023,TC,truckload
l10n_pe_table_06_1024,TD,therm
l10n_pe_table_06_1025,TE,tote
l10n_pe_table_06_1026,TF,ten square yard
l10n_pe_table_06_1027,TI,thousand square inch
l10n_pe_table_06_1028,TJ,thousand square centimetre
l10n_pe_table_06_1029,TK,tank, rectangular
l10n_pe_table_06_1030,TL,thousand feet (linear)
l10n_pe_table_06_1031,TN,tin
l10n_pe_table_06_1032,TNE,tonne (metric ton)
l10n_pe_table_06_1033,TP,ten pack
l10n_pe_table_06_1034,TPR,ten pair
l10n_pe_table_06_1035,TQ,thousand feet
l10n_pe_table_06_1036,TQD,thousand cubic metre per day
l10n_pe_table_06_1037,TR,ten square feet
l10n_pe_table_06_1038,TRL,trillion (EUR)
l10n_pe_table_06_1039,TS,thousand square feet
l10n_pe_table_06_1040,TSD,tonne of substance 90 % dry
l10n_pe_table_06_1041,TSH,ton of steam per hour
l10n_pe_table_06_1042,TT,thousand linear metre
l10n_pe_table_06_1043,TU,tube
l10n_pe_table_06_1044,TV,thousand kilogram
l10n_pe_table_06_1045,TW,thousand sheet
l10n_pe_table_06_1046,TY,tank, cylindrical
l10n_pe_table_06_1047,U1,treatment
l10n_pe_table_06_1048,U2,tablet
l10n_pe_table_06_1049,UA,torr
l10n_pe_table_06_1050,UB,telecommunication  line in service average
l10n_pe_table_06_1051,UC,telecommunication port
l10n_pe_table_06_1052,UD,tenth minute
l10n_pe_table_06_1053,UE,tenth hour
l10n_pe_table_06_1054,UF,usage per telecommunication line average
l10n_pe_table_06_1055,UH,ten thousand yard
l10n_pe_table_06_1056,UM,million unit
l10n_pe_table_06_1057,VA,volt ampere per kilogram
l10n_pe_table_06_1058,VI,vial
l10n_pe_table_06_1059,VLT,volt
l10n_pe_table_06_1060,VQ,bulk
l10n_pe_table_06_1061,VS,visit
l10n_pe_table_06_1062,W2,wet kilo
l10n_pe_table_06_1063,W4,two week
l10n_pe_table_06_1064,WA,watt per kilogram
l10n_pe_table_06_1065,WB,wet pound
l10n_pe_table_06_1066,WCD,cord
l10n_pe_table_06_1067,WE,wet ton
l10n_pe_table_06_1068,WEB,weber
l10n_pe_table_06_1069,WEE,week
l10n_pe_table_06_1070,WG,wine gallon
l10n_pe_table_06_1071,WH,wheel
l10n_pe_table_06_1072,WHR,watt hour
l10n_pe_table_06_1073,WI,weight per square inch
l10n_pe_table_06_1074,WM,working month
l10n_pe_table_06_1075,WR,wrap
l10n_pe_table_06_1076,WSD,standard
l10n_pe_table_06_1077,WTT,watt
l10n_pe_table_06_1078,WW,millilitre of water
l10n_pe_table_06_1079,X1,chain
l10n_pe_table_06_1080,YDK,square yard
l10n_pe_table_06_1081,YDQ,cubic yard
l10n_pe_table_06_1082,YL,hundred linear yard
l10n_pe_table_06_1083,YRD,yard
l10n_pe_table_06_1084,YT,ten yard
l10n_pe_table_06_1085,Z1,lift van
l10n_pe_table_06_1086,Z2,chest
l10n_pe_table_06_1087,Z3,cask
l10n_pe_table_06_1088,Z4,hogshead
l10n_pe_table_06_1089,Z5,lug
l10n_pe_table_06_1090,Z6,conference point
l10n_pe_table_06_1091,Z8,newspage agate line
l10n_pe_table_06_1092,ZP,page
